name,rank,frequency
Kaminski,2667,13215
Forrester,2668,13209
Woo,2669,13207
Yancey,2670,13201
Satterfield,2671,13186
Whitten,2672,13167
Child,2673,13159
Whipple,2674,13156
Renner,2675,13152
Chastain,2676,13146
Jasso,2677,13145
Guajardo,2678,13133
Thibodeaux,2679,13130
Harms,2680,13129
Blank,2681,13127
Harp,2681,13127
Branham,2683,13104
Tharp,2684,13097
Gavin,2685,13096
Dowd,2686,13092
Segovia,2687,13087
Hitchcock,2688,13086
Cheney,2689,13085
Valles,2690,13082
Padron,2691,13079
Askew,2692,13078
Hamby,2693,13072
Rhoads,2694,13069
Paulino,2695,13067
Martins,2696,13063
Brubaker,2697,13055
Coburn,2698,13046
Fabian,2699,13044
Alley,2700,13032
Strauss,2701,13031
Luther,2702,13027
Aparicio,2703,13025
Bourgeois,2704,13021
Brinkley,2705,13014
Pickering,2706,13004
Heaton,2707,13003
Braswell,2708,13002
Lazo,2709,12999
Carreon,2710,12979
Sam,2711,12973
Foss,2712,12965
Seay,2713,12950
Andres,2714,12947
Parrott,2715,12944
Baltazar,2716,12941
Jaime,2717,12934
Linder,2718,12931
Graf,2719,12921
Carrier,2720,12918
Angulo,2721,12916
Regalado,2722,12912
Edmondson,2723,12911
Medley,2723,12911
Bonds,2725,12906
Thai,2726,12899
Chun,2727,12893
Jarrell,2728,12892
Singletary,2729,12875
Robb,2730,12860
Layne,2731,12859
Yuan,2732,12855
Goetz,2733,12840
Leavitt,2734,12836
Templeton,2735,12825
Dowdy,2736,12818
Minton,2736,12818
Pool,2736,12818
Crouse,2739,12816
Manzo,2740,12814
Gilliland,2741,12805
Pruett,2742,12804
Suggs,2743,12796
Newberry,2744,12793
Persaud,2745,12791
Bock,2746,12788
Weinstein,2747,12786
Parson,2748,12768
Lawton,2749,12756
Loyd,2750,12751
Andrew,2751,12747
Ferrara,2752,12746
Mccartney,2753,12745
Herrmann,2754,12741
Hemphill,2755,12736
Keener,2756,12729
Peng,2757,12722
Barkley,2758,12719
Graber,2758,12719
Wahl,2760,12716
Emmons,2761,12714
Zeigler,2761,12714
Weiner,2763,12708
Sherrill,2764,12696
Noonan,2765,12693
Gunderson,2766,12685
Holm,2766,12685
Nesbitt,2768,12684
Rector,2769,12680
Osman,2770,12668
Christy,2771,12667
Redd,2772,12666
Alicea,2773,12663
Croft,2774,12648
Ricketts,2775,12642
Scales,2776,12636
Jose,2777,12633
Wiles,2778,12632
Archuleta,2779,12630
Stockton,2780,12626
Pressley,2781,12622
Borges,2782,12609
Garvin,2783,12603
Hossain,2784,12599
Jameson,2785,12595
Cintron,2786,12594
Westfall,2787,12591
Bales,2788,12590
Hacker,2789,12586
Stamper,2790,12577
Garibay,2791,12573
Asher,2792,12567
Slack,2792,12567
Aguayo,2794,12564
Condon,2795,12559
Rees,2795,12559
Cardoza,2797,12552
Braden,2798,12547
Breen,2799,12537
Martino,2800,12526
Solorio,2801,12521
Myrick,2802,12506
Rinehart,2803,12502
Dubose,2804,12501
Fan,2805,12500
Traylor,2806,12490
Fuchs,2807,12482
Santamaria,2808,12479
Jeter,2809,12467
Man,2810,12463
Vitale,2810,12463
Darden,2812,12459
Diallo,2813,12454
Salisbury,2814,12445
Nobles,2815,12443
Culp,2816,12442
Felder,2817,12433
Marlow,2817,12433
Pringle,2819,12432
Devlin,2820,12430
Spear,2821,12422
Bouchard,2822,12419
Santillan,2823,12416
Babb,2824,12414
Denney,2825,12395
Oldham,2826,12394
Pascual,2827,12391
Graff,2828,12390
Markham,2828,12390
Reich,2828,12390
Muse,2831,12381
Bolin,2832,12377
Witherspoon,2833,12374
Cepeda,2834,12370
Hook,2835,12366
Lyle,2836,12364
Lusk,2837,12361
Benavidez,2838,12357
Ely,2839,12347
Reis,2840,12346
Chisholm,2841,12345
Eller,2842,12344
Stock,2843,12343
Schofield,2844,12340
Bearden,2845,12338
Tubbs,2845,12338
Burkholder,2847,12336
Epperson,2847,12336
Willett,2849,12329
Godoy,2850,12322
Shank,2851,12319
Zeng,2852,12313
Burden,2853,12308
Hein,2854,12306
Coy,2855,12304
Damico,2856,12302
Thrasher,2857,12301
Gaffney,2858,12296
Mabry,2859,12294
Hammonds,2860,12291
Schell,2861,12290
Lytle,2862,12287
Munguia,2863,12286
Radford,2863,12286
Breaux,2865,12278
Kenyon,2866,12274
Gillette,2867,12261
Slade,2868,12257
Lance,2869,12256
Jaeger,2870,12252
Willey,2871,12241
Parris,2872,12235
Steen,2873,12234
Lipscomb,2874,12218
Epstein,2875,12212
Tsai,2876,12211
Burleson,2877,12207
Guinn,2878,12202
Matias,2879,12194
Main,2880,12189
Wendt,2881,12174
Looney,2882,12170
Durant,2883,12160
Garber,2883,12160
Lassiter,2885,12158
Messina,2886,12156
Bertrand,2887,12154
Domingo,2888,12152
Nunes,2889,12149
Loera,2890,12143
Girard,2891,12133
Low,2892,12132
Pedraza,2893,12128
Shell,2894,12127
Trammell,2895,12125
Moe,2896,12124
Alcantar,2897,12122
Huntley,2898,12121
Belanger,2899,12105
Robert,2899,12105
Jauregui,2901,12100
Lerma,2902,12094
Fu,2903,12092
Danielson,2904,12090
Donald,2905,12088
Willingham,2906,12085
Carrington,2907,12082
Mcarthur,2907,12082
Gilchrist,2909,12077
Estevez,2910,12076
Gann,2911,12074
Rodas,2911,12074
Oreilly,2913,12063
Mixon,2914,12062
Crawley,2915,12053
Millard,2916,12047
Vicente,2917,12041
Will,2918,12037
Wheatley,2919,12036
Trout,2920,12034
Crisp,2921,12029
East,2922,12028
Cheatham,2923,12024
Leggett,2923,12024
Van,2925,12022
Barfield,2926,12020
Seaman,2926,12020
Scherer,2928,12017
Baugh,2929,12013
Farnsworth,2930,12012
Loya,2930,12012
Mccurdy,2932,12005
Nolasco,2933,12001
Linn,2934,11997
Cooney,2935,11995
Beaty,2936,11983
Ragland,2937,11980
Millan,2938,11979
Foy,2939,11976
Orlando,2939,11976
Osullivan,2941,11971
Clancy,2942,11969
Longo,2943,11964
Samson,2944,11963
Snodgrass,2945,11960
Delvalle,2946,11956
Wing,2947,11951
Alfonso,2948,11947
Soares,2948,11947
Tolentino,2950,11945
Amato,2951,11942
Smalls,2952,11938
Lomeli,2953,11925
Caron,2954,11919
Nye,2955,11915
Casper,2956,11906
Pease,2956,11906
Steinberg,2958,11904
Haddad,2959,11900
Duggan,2960,11899
Armendariz,2961,11895
Redman,2962,11890
William,2962,11890
Wisniewski,2964,11873
Ragsdale,2965,11861
Seitz,2966,11859
Das,2967,11852
Preciado,2968,11847
Swann,2969,11840
Spann,2970,11837
Urena,2970,11837
Rockwell,2972,11824
Houck,2973,11823
Brinson,2974,11822
Herr,2974,11822
Aiken,2976,11821
Bach,2976,11821
Stoll,2976,11821
Mcafee,2979,11820
Montiel,2980,11818
Ashton,2981,11812
Foust,2982,11808
Matlock,2982,11808
Shockley,2984,11801
Oglesby,2985,11800
Ferraro,2986,11797
Churchill,2987,11791
Bachman,2988,11789
Geary,2989,11784
Scarborough,2990,11781
Matson,2991,11777
Ebert,2992,11776
Champagne,2993,11764
Shrestha,2993,11764
Perdomo,2995,11757
Dyson,2996,11754
Braxton,2997,11749
Kimbrough,2998,11737
Mace,2998,11737
Adcock,3000,11729
Schubert,3000,11729
Easter,3002,11707
Denson,3003,11705
Rust,3004,11702
Moulton,3005,11687
Merino,3006,11685
Clevenger,3007,11682
Shelby,3008,11673
Valladares,3009,11667
Altamirano,3010,11666
Haro,3010,11666
Razo,3010,11666
Barone,3013,11660
Christianson,3013,11660
Quinonez,3013,11660
Beauchamp,3016,11653
Deguzman,3017,11650
Lantz,3018,11647
Baggett,3019,11640
Hopson,3020,11637
Porras,3021,11636
Jett,3022,11630
Carvalho,3023,11628
Nadeau,3024,11622
Dewey,3025,11620
Nielson,3026,11615
Curley,3027,11610
Ralston,3028,11581
Killian,3029,11577
Cornwell,3030,11574
Bolanos,3031,11570
Galvin,3032,11565
Pichardo,3032,11565
Beckwith,3034,11562
Birch,3035,11555
Slone,3036,11550
Menendez,3037,11548
Cecil,3038,11545
Hamrick,3039,11535
Duckworth,3040,11527
Landrum,3041,11526
Broughton,3042,11525
Waterman,3043,11523
Mccrary,3044,11522
Israel,3045,11514
Bollinger,3046,11513
Riggins,3046,11513
Marx,3048,11512
Paxton,3048,11512
Spurlock,3050,11508
Herrick,3051,11507
Villatoro,3052,11494
Milner,3053,11493
Lemons,3054,11492
Fortune,3055,11480
Stuckey,3056,11476
Greenfield,3057,11457
Brink,3058,11444
Patten,3059,11442
Alam,3060,11441
Still,3061,11436
Beverly,3062,11435
Omar,3062,11435
Sisk,3064,11428
Littlejohn,3065,11426
Amaro,3066,11424
Mize,3066,11424
Overstreet,3068,11421
Fontaine,3069,11416
Turpin,3069,11416
Beckett,3071,11411
Pence,3072,11408
Siddiqui,3073,11405
Jacobo,3074,11399
Shanks,3075,11395
Vieira,3076,11394
Lyman,3077,11387
Cotter,3078,11381
Gaspar,3078,11381
Sommers,3078,11381
Harley,3081,11376
Bundy,3082,11372
Tomlin,3082,11372
Brumfield,3084,11368
Fallon,3085,11367
Bethea,3086,11366
Infante,3087,11364
Schrock,3088,11362
Ridley,3089,11357
Masterson,3090,11356
New,3091,11354
Hite,3092,11346
France,3093,11343
Victor,3094,11340
Rawls,3095,11333
Fraley,3096,11332
Du,3097,11331
Applegate,3098,11327
Cyr,3098,11327
Menard,3100,11323
Fine,3101,11321
Cadena,3102,11305
Carlin,3103,11301
Forte,3104,11298
Arenas,3105,11297
Frantz,3106,11296
Streeter,3107,11293
Wylie,3108,11289
Gardiner,3109,11288
Bigelow,3110,11283
Cason,3111,11281
Edgar,3112,11278
Rains,3113,11275
Rivero,3113,11275
Cardwell,3115,11274
Scanlon,3116,11271
Dockery,3117,11270
Dangelo,3118,11263
Tolliver,3118,11263
Milam,3120,11258
Blakely,3121,11257
Mcmillian,3122,11256
Bowie,3123,11239
Forsythe,3123,11239
Muir,3123,11239
Harlow,3126,11238
Maciel,3127,11235
Neville,3128,11230
Cardoso,3129,11227
Bair,3130,11226
Liao,3131,11224
Ramon,3131,11224
Zook,3133,11222
Monk,3134,11209
Cowart,3135,11207
Barclay,3136,11206
Hatton,3137,11204
Speer,3138,11201
Butterfield,3139,11200
Kolb,3140,11199
Alanis,3141,11195
Edge,3142,11194
Lankford,3143,11187
Reedy,3144,11181
Brothers,3145,11174
Irby,3146,11173
Freitas,3147,11166
Harkins,3147,11166
Viera,3147,11166
Bronson,3150,11164
Forman,3151,11163
Sommer,3151,11163
Boland,3153,11161
Steffen,3154,11156
Larios,3155,11155
Moffett,3156,11150
Havens,3157,11148
Tavarez,3158,11145
Ruvalcaba,3159,11144
Falk,3160,11143
Ricci,3161,11142
Whelan,3162,11139
Selby,3163,11138
Baumgartner,3164,11129
Benner,3165,11126
Abdullah,3166,11125
Gilman,3166,11125
Doughty,3168,11124
Miguel,3169,11122
Larue,3170,11116
Hannon,3171,11113
Lamar,3171,11113
Corrigan,3173,11107
Hudgins,3173,11107
Mchenry,3175,11099
Stack,3176,11098
Wharton,3177,11091
Reinhardt,3178,11087
Talbert,3179,11081
Lauer,3180,11078
Mortensen,3181,11076
Lewandowski,3182,11068
Chao,3183,11067
Coyne,3183,11067
Ahn,3185,11057
Garvey,3185,11057
Newby,3187,11056
Alcaraz,3188,11055
Franz,3189,11053
Christman,3190,11051
Spain,3191,11050
Narvaez,3192,11042
Bull,3193,11036
Herzog,3194,11033
Wenzel,3194,11033
Mcadams,3196,11031
Canfield,3197,11030
Sauceda,3198,11023
Troutman,3199,11019
Mello,3200,11016
Perea,3201,11009
Corrales,3202,11006
Watters,3203,10989
Qualls,3204,10985
Pulliam,3205,10980
Taveras,3206,10977
Janssen,3207,10974
Withers,3208,10973
Wallis,3209,10969
Rupp,3210,10959
Royer,3211,10957
Bruns,3212,10955
Cary,3212,10955
Mcalister,3214,10954
Delagarza,3215,10949
Switzer,3216,10948
Nino,3217,10939
Hartmann,3218,10936
Schmid,3219,10932
Waugh,3220,10930
Gooden,3221,10926
Morrell,3222,10920
Whatley,3223,10919
Brownlee,3224,10915
Grigsby,3225,10914
Sample,3226,10911
Kopp,3227,10910
Sage,3228,10905
Botello,3229,10900
Brice,3230,10893
Olivo,3231,10892
Parent,3232,10888
Ponder,3233,10885
Dorman,3234,10884
Yao,3235,10882
Sifuentes,3236,10880
Lindquist,3237,10874
Perrin,3237,10874
Murrell,3239,10871
Pardo,3240,10867
Pemberton,3241,10866
Warden,3241,10866
Gooch,3243,10864
Billingsley,3244,10861
Halverson,3245,10860
Keeler,3245,10860
Pino,3245,10860
Paez,3248,10853
Simpkins,3248,10853
Gracia,3250,10848
Nettles,3251,10842
Grissom,3252,10837
Burdette,3253,10835
Harwood,3254,10830
Montenegro,3255,10827
Whiteside,3255,10827
Causey,3257,10826
Paulsen,3258,10822
Shipp,3259,10812
Houghton,3260,10810
Levesque,3261,10808
Faulk,3262,10806
Smalley,3263,10802
Toro,3264,10801
Pedroza,3265,10800
Ellington,3266,10791
Vuong,3266,10791
Holton,3268,10790
Roush,3269,10784
Sales,3270,10773
Haggerty,3271,10765
Glick,3272,10764
Poindexter,3273,10762
Grogan,3274,10761
Gossett,3275,10758
Stanfield,3276,10755
Ayres,3277,10754
Shackelford,3278,10743
Krebs,3279,10742
Clary,3280,10741
Gresham,3281,10740
Devore,3282,10739
Keck,3283,10738
Llamas,3283,10738
Apodaca,3285,10736
Mullin,3286,10732
Nair,3287,10731
Wren,3288,10727
Galarza,3289,10726
Castellano,3290,10724
Needham,3291,10723
Newsom,3292,10715
Hyman,3293,10708
Quach,3294,10702
Ruelas,3294,10702
Wenger,3294,10702
Otoole,3297,10701
Lenz,3298,10693
Tu,3298,10693
Wyman,3300,10692
Cota,3301,10691
Vest,3302,10690
Fennell,3303,10687
Keane,3304,10685
Tello,3305,10678
Hildebrand,3306,10675
Leahy,3306,10675
Mendiola,3306,10675
Seeley,3309,10672
Zamudio,3309,10672
Barba,3311,10670
Byrnes,3312,10661
Gingerich,3313,10658
Mcneely,3314,10657
Morley,3315,10656
Shuler,3316,10650
Lively,3317,10645
Villagomez,3318,10644
Pepper,3319,10643
Blalock,3320,10640
Choate,3320,10640
Pak,3320,10640
Ezell,3323,10617
Branson,3324,10616
Wilde,3325,10612
Noe,3326,10611
Snowden,3326,10611
Allan,3328,10607
Carrion,3329,10602
Wellman,3330,10596
Martell,3331,10592
Brockman,3332,10589
Younger,3333,10588
South,3334,10580
Melo,3335,10576
Colby,3336,10566
Ref,3337,10563
Fultz,3338,10557
Carl,3339,10555
Daily,3339,10555
Fortner,3341,10544
Camarena,3342,10540
Breeden,3343,10523
Iglesias,3344,10519
Mccloskey,3345,10518
Dees,3346,10509
Chou,3347,10502
Eng,3348,10499
Briseno,3349,10495
Ong,3350,10488
Bostic,3351,10465
Grooms,3352,10454
Hammons,3352,10454
Beers,3354,10453
Wheat,3355,10451
Clawson,3356,10447
Harlan,3357,10446
Agee,3358,10445
Boehm,3359,10435
Landeros,3360,10431
Drury,3361,10427
Dunaway,3362,10420
Kiefer,3362,10420
Camarillo,3364,10408
Malcolm,3364,10408
Oshea,3366,10404
Antoine,3367,10401
Elrod,3368,10400
Mancini,3369,10399
Mclemore,3370,10397
Barbee,3371,10396
Sisson,3372,10387
Somers,3373,10381
Keefe,3374,10378
Parry,3375,10373
Tom,3376,10364
Boyles,3377,10361
Plunkett,3378,10358
Cedillo,3379,10351
Lebron,3380,10348
Flannery,3381,10346
Montague,3381,10346
Bunn,3383,10339
Conde,3384,10326
Terrazas,3384,10326
Palumbo,3386,10323
Xiao,3387,10322
Florez,3388,10320
Fanning,3389,10318
Prasad,3390,10316
Nolen,3391,10314
Bayer,3392,10305
Jay,3393,10302
Newkirk,3394,10301
Beaulieu,3395,10296
Wolford,3395,10296
Phelan,3397,10291
Mendes,3398,10283
Carman,3399,10282
Judge,3399,10282
Winchester,3401,10281
Salcido,3402,10280
Kitchens,3403,10278
Seibert,3403,10278
Skidmore,3405,10271
Lennon,3406,10267
Peek,3407,10264
Worrell,3408,10252
Zielinski,3408,10252
Cha,3410,10248
Turley,3411,10245
Mcintire,3412,10241
Monson,3413,10231
Bontrager,3414,10217
Hardwick,3415,10215
To,3416,10211
Oates,3417,10208
Stowe,3417,10208
Reiter,3419,10203
Massie,3420,10201
Gulley,3421,10200
Laney,3421,10200
Crooks,3423,10198
Ness,3424,10195
Deluna,3425,10190
Kuntz,3426,10188
Krieger,3427,10182
Finnegan,3428,10180
Ambriz,3429,10179
Gatlin,3430,10177
Marte,3431,10176
Olguin,3431,10176
Dunning,3433,10171
Dial,3434,10169
Barreto,3435,10166
Robins,3436,10164
Custer,3437,10159
Hamel,3438,10157
Bone,3439,10156
Danner,3440,10148
Marr,3441,10142
Guan,3442,10141
Healey,3443,10138
Pauley,3444,10134
Echevarria,3445,10128
Joe,3445,10128
Kroll,3447,10116
Morey,3448,10115
Cosby,3449,10111
March,3450,10104
Garnett,3451,10103
Jeffrey,3451,10103
Correia,3453,10102
Nagle,3454,10101
Crider,3455,10098
Vail,3456,10096
Ingle,3457,10087
Koontz,3458,10084
Grantham,3459,10083
Mendenhall,3460,10080
Andrus,3461,10078
Broderick,3461,10078
Dupont,3463,10070
Strand,3464,10065
Paniagua,3465,10052
Logsdon,3466,10044
Ling,3467,10043
Leigh,3468,10042
Ballesteros,3469,10033
Gaither,3470,10027
Waldrop,3470,10027
Fugate,3472,10026
Mccallum,3472,10026
Hanlon,3474,10022
Hiatt,3474,10022
Sell,3476,10014
Last,3477,10013
Lei,3478,10011
Wayne,3479,10010
Christenson,3480,10007
Melgar,3480,10007
Brackett,3482,10005
Stutzman,3483,10000
Medlin,3484,9992
Hardesty,3485,9988
Snead,3486,9985
Barahona,3487,9984
Jang,3487,9984
Heim,3489,9983
Caro,3490,9977
Stepp,3491,9971
Ahrens,3492,9970
Lemke,3493,9969
Noll,3493,9969
Mayorga,3495,9962
Luciano,3496,9955
Comstock,3497,9949
Peyton,3498,9947
Farrow,3499,9941
Crist,3500,9933
Currier,3501,9931
Anglin,3502,9928
Javier,3503,9925
Westmoreland,3504,9922
Libby,3505,9917
Maxey,3506,9916
Maples,3507,9912
Smyth,3507,9912
Quinlan,3509,9910
Kinder,3510,9909
Charlton,3511,9907
Seifert,3512,9904
Martens,3513,9903
Hodgson,3514,9902
Horan,3514,9902
Kohn,3514,9902
Severson,3517,9898
Storm,3518,9897
Ratcliff,3519,9896
Motley,3520,9887
Steed,3520,9887
Mcmillen,3522,9885
Griswold,3523,9883
Rana,3524,9881
Searcy,3525,9870
Fogle,3526,9869
Behrens,3527,9867
Rojo,3528,9866
Moffitt,3529,9864
Acker,3530,9861
Carvajal,3531,9859
Cedeno,3531,9859
Higgs,3531,9859
Moreira,3534,9857
Menjivar,3535,9849
Aldana,3536,9846
Turk,3537,9845
Pullen,3538,9840
Culpepper,3539,9839
Pfeifer,3540,9838
Kemper,3541,9833
Wirth,3542,9831
Collado,3543,9827
Sandhu,3543,9827
Faber,3545,9825
Brinkman,3546,9816
Bagwell,3547,9813
Delrio,3548,9810
Ragan,3548,9810
Isom,3550,9807
Ledezma,3551,9805
Windham,3551,9805
Boudreau,3553,9801
Leger,3554,9793
Easton,3555,9792
Dorn,3556,9791
Serrato,3557,9788
Colwell,3558,9779
Lindley,3559,9777
Ocasio,3560,9774
Tice,3561,9766
Lafferty,3562,9762
Kunz,3563,9761
Maya,3563,9761
Earley,3565,9756
Koehn,3566,9751
Moriarty,3567,9750
Weems,3567,9750
Liles,3569,9749
Meador,3570,9747
Hollins,3571,9743
Rand,3572,9738
Yin,3572,9738
Tisdale,3574,9737
Tafoya,3575,9732
Goncalves,3576,9726
Poston,3576,9726
Mei,3578,9725
Glaser,3579,9721
Horst,3580,9709
Etheridge,3581,9707
Sikes,3582,9706
Culbertson,3583,9703
Mattox,3584,9701
Manzano,3585,9696
Everhart,3586,9692
Chapin,3587,9690
Doll,3587,9690
Gandy,3587,9690
Conti,3590,9688
Mcfarlane,3591,9680
Venable,3591,9680
Sager,3593,9676
Wicker,3594,9668
Niles,3595,9667
Ferry,3596,9655
Skipper,3597,9649
Betz,3598,9646
Brant,3598,9646
Majors,3600,9639
Ashcraft,3601,9635
Eggleston,3602,9630
Barksdale,3603,9629
Marvin,3604,9627
Seward,3605,9624
Kozlowski,3606,9622
Echeverria,3607,9617
Ashworth,3608,9616
Littleton,3608,9616
Carbone,3610,9615
Coombs,3611,9612
Agnew,3612,9607
Mcduffie,3613,9601
Teixeira,3614,9600
Schweitzer,3615,9596
Box,3616,9592
Burge,3616,9592
No,3618,9579
Groff,3619,9576
Olmos,3620,9575
Gaskins,3621,9570
Free,3622,9563
Olivarez,3623,9559
Mackay,3624,9558
Wadsworth,3625,9557
Hawes,3626,9553
Curiel,3627,9548
Starling,3628,9541
Bills,3629,9540
Kelleher,3630,9539
Kasper,3631,9538
Colburn,3632,9530
Lindberg,3632,9530
Camargo,3634,9528
Johansen,3635,9524
Badillo,3636,9521
Shore,3637,9520
Haag,3638,9519
Tuck,3639,9517
Yun,3640,9513
Alderman,3641,9506
Layman,3641,9506
Keegan,3643,9505
Hubert,3644,9500
Lanham,3644,9500
Aceves,3646,9497
Clemente,3647,9495
Blaylock,3648,9494
Khalil,3649,9492
Parkinson,3650,9490
Jeanbaptiste,3651,9481
Mcmurray,3652,9479
Minter,3653,9477
Beckham,3654,9475
Musser,3655,9474
Chamberlin,3656,9473
Sowers,3657,9465
Partridge,3658,9459
Thiel,3659,9453
Mears,3660,9452
Montez,3661,9451
Thatcher,3662,9450
Sanborn,3663,9447
Guenther,3664,9439
Weis,3665,9435
Caputo,3666,9433
Mcnabb,3667,9430
Stine,3668,9429
Lafleur,3669,9426
Penny,3670,9425
Neil,3671,9424
Jeffery,3672,9422
Horowitz,3673,9421
Wynne,3674,9410
Dehart,3675,9409
Quarles,3676,9408
Abney,3677,9406
Lozada,3678,9405
Sanabria,3679,9401
Zeller,3680,9395
Casanova,3681,9393
Mangum,3682,9391
Delrosario,3683,9389
An,3684,9387
Luis,3685,9382
Schott,3685,9382
Baptiste,3687,9375
Cone,3688,9366
Colson,3689,9365
Lindstrom,3690,9361
Arana,3691,9351
Dexter,3691,9351
Huey,3693,9349
Allard,3694,9344
Fisk,3694,9344
Edmond,3696,9342
Mcclanahan,3697,9337
Deutsch,3698,9335
Stephen,3699,9333
Bohannon,3700,9330
Calvillo,3701,9329
Murry,3702,9328
Kirchner,3703,9326
Upchurch,3703,9326
Whitworth,3705,9323
Keeton,3706,9320
Nicolas,3707,9318
Andre,3708,9317
Jurado,3708,9317
Broome,3710,9316
Kimmel,3710,9316
Albers,3712,9312
Mccune,3712,9312
Gilley,3714,9305
Glynn,3715,9304
Card,3716,9300
Latimer,3717,9297
Weinberg,3718,9294
Paquette,3719,9293
Stpierre,3720,9289
Karr,3721,9284
Kuykendall,3722,9282
Thorn,3722,9282
Findley,3724,9280
Palomino,3725,9275
Stacey,3726,9266
Lomax,3727,9264
Irvine,3728,9263
Schindler,3728,9263
Straub,3730,9262
Witte,3731,9261
Abarca,3732,9259
Janes,3733,9257
Fiore,3734,9253
Feeney,3735,9252
Binder,3736,9251
Sutter,3737,9250
Bahena,3738,9240
Dix,3738,9240
Legg,3738,9240
Peter,3738,9240
Heckman,3742,9236
Isbell,3743,9234
Desantis,3744,9233
Reichert,3744,9233
Reddick,3746,9232
Rawlings,3747,9230
Truitt,3748,9221
Jolley,3749,9217
Ta,3749,9217
Artis,3751,9215
Jasper,3752,9214
Vines,3753,9213
Albertson,3754,9211
Caswell,3754,9211
Noyes,3756,9209
Bourne,3757,9206
Mcgrew,3758,9202
Harter,3759,9199
Guest,3760,9197
Seaton,3761,9196
Lavoie,3762,9195
Loveless,3763,9190
Verma,3764,9188
Knoll,3765,9186
Valdovinos,3766,9183
Fairbanks,3767,9182
Ashford,3768,9181
Mccarter,3769,9177
Cohn,3770,9175
Batchelor,3771,9171
Keefer,3772,9169
Bohn,3773,9168
Ding,3774,9167
Dover,3775,9164
Counts,3776,9159
Handley,3777,9158
Luce,3777,9158
Haller,3779,9157
Renfro,3779,9157
Bess,3781,9156
Lucio,3782,9155
Rosenbaum,3782,9155
Chaffin,3784,9153
Haskell,3785,9148
Tarver,3785,9148
Agarwal,3787,9147
Higdon,3788,9145
Mundy,3788,9145
Homan,3790,9144
Rueda,3790,9144
Parikh,3792,9140
Wicks,3793,9138
Harder,3794,9137
Hedges,3794,9137
Mancuso,3796,9135
Kunkel,3797,9134
Gandhi,3798,9128
Cable,3799,9124
Dossantos,3800,9120
Knudsen,3801,9117
Gagne,3802,9109
Packard,3803,9105
Etienne,3804,9102
Broyles,3805,9101
Amaral,3806,9093
Gu,3807,9087
Jerome,3808,9086
Taggart,3809,9085
Headley,3810,9081
Chiang,3811,9080
Tinoco,3811,9080
Alvarenga,3813,9077
Sevilla,3814,9072
Roby,3815,9070
Mauldin,3816,9067
Thigpen,3816,9067
Shay,3818,9066
Hallman,3819,9065
Leiva,3820,9055
Hennessy,3821,9053
Olivera,3822,9052
Saxton,3822,9052
Fung,3824,9050
Ostrander,3825,9048
Cartagena,3826,9046
Kamara,3827,9045
Curtin,3828,9044
Canada,3829,9036
Hardman,3829,9036
Sung,3831,9033
Shaikh,3832,9032
Freed,3833,9029
Hofmann,3834,9026
Calvin,3835,9020
Mosqueda,3835,9020
Timm,3837,9016
Galicia,3838,9013
Zhong,3839,9009
Brandenburg,3840,9003
Resendez,3840,9003
Soliz,3842,9001
Perryman,3843,8997
Tyree,3843,8997
Bear,3845,8994
Evangelista,3846,8993
Littlefield,3847,8991
Bivens,3848,8985
Cosgrove,3849,8983
Willson,3850,8978
Rafferty,3851,8971
Mahon,3852,8969
Mcclung,3852,8969
Close,3854,8968
Mariano,3854,8968
Duval,3856,8967
Deloach,3857,8966
Loza,3858,8964
Camara,3859,8957
Holtz,3860,8954
Moreau,3860,8954
Ripley,3862,8953
Shull,3863,8947
Fahey,3864,8946
Staggs,3865,8944
Gable,3866,8942
Erb,3867,8939
Poirier,3868,8929
Evers,3869,8928
Lumpkin,3870,8925
Desouza,3871,8922
Bernier,3872,8921
Swisher,3872,8921
Fulmer,3874,8920
Bader,3875,8919
Hackney,3876,8902
Haugen,3877,8899
Sibley,3877,8899
Mishra,3879,8891
Scroggins,3880,8889
Aziz,3881,8888
Qureshi,3882,8887
Proffitt,3883,8885
Noland,3884,8884
Clough,3885,8881
Toscano,3885,8881
Davey,3887,8879
Maas,3887,8879
Demers,3889,8870
Buss,3890,8864
Jonas,3890,8864
Jacoby,3892,8862
Scholl,3892,8862
See,3894,8860
Toler,3895,8857
Cockrell,3896,8856
Stull,3897,8852
Mcwhorter,3898,8849
Sowell,3899,8848
Swafford,3900,8847
Reno,3901,8843
Kohl,3902,8836
Salem,3902,8836
Bolen,3904,8828
Slocum,3904,8828
Augustin,3906,8815
Bittner,3907,8814
Hussey,3908,8812
Catalano,3909,8811
Glasgow,3909,8811
Frick,3911,8806
Gerard,3911,8806
Sturm,3913,8804
Luttrell,3914,8802
Gaona,3915,8797
Bowens,3916,8796
Reinhart,3917,8793
Mccombs,3918,8792
Maki,3919,8791
Trapp,3920,8789
Moncada,3921,8788
Woodworth,3922,8787
Barboza,3923,8786
Smoot,3924,8782
Wiese,3925,8780
Furman,3926,8778
Ruggiero,3927,8777
Blocker,3928,8771
Whitson,3929,8766
Wilbur,3929,8766
Vaught,3931,8765
Mayhew,3932,8761
Redden,3932,8761
Ismail,3934,8759
Duque,3935,8758
Wilks,3936,8757
Hulsey,3937,8752
Ruby,3938,8747
Kovacs,3939,8746
Hanes,3940,8745
Dunne,3941,8742
Meraz,3941,8742
Ren,3943,8740
Neeley,3944,8738
Dube,3945,8737
